[-0.68253093957901, 0.1222062334418297, -0.001413285732269287]
[-0.7561051845550537, 0.08545020222663879, -0.05440697818994522]
[-0.6169135570526123, 0.06386028975248337, -0.1214431822299957]
[-0.4470646381378174, 0.08678963780403137, -0.01429540850222111]
[-0.5795788764953613, -0.0485723689198494, -0.01178625132888556]
[-0.5961721539497375, 0.05814357474446297, 0.08469673991203308]
[-0.04517513513565063, -0.02094365283846855, -0.03629696741700172]
[0.1354068666696548, -0.01186709105968475, -0.02261433191597462]
[0.2231067568063736, 0.07668823003768921, -0.09242312610149384]
[0.4148701429367065, 0.1594604700803757, -0.05369479209184647]
[0.4798848032951355, 0.1438045054674149, -0.07087459415197372]
[0.5405389070510864, 0.09620419144630432, -0.08979328721761703]
[0.5733688473701477, 0.0501665435731411, -0.107280008494854]
[0.6234680414199829, -0.01974969543516636, -0.1108943670988083]
[0.9073776602745056, -0.0331701822578907, -0.1834458857774734]
[0.8788830637931824, 0.08467163145542145, -0.1014677286148071]
