[-0.639409065246582, -0.01595447584986687, -0.008128349669277668, 0.7686582207679749]
[-0.6202933192253113, 0.01799006387591362, -0.05058537796139717, 0.7825303673744202]
[-0.6099803447723389, 0.03887217119336128, -0.1015939563512802, 0.7849150896072388]
[-0.5950349569320679, 0.06196494400501251, -0.135827973484993, 0.7897116541862488]
[-0.5829227566719055, 0.0925278514623642, -0.1648274958133698, 0.7902351021766663]
[-0.5726067423820496, 0.1575477421283722, -0.256569117307663, 0.7625434398651123]
[-0.5551808476448059, 0.2216290980577469, -0.321473240852356, 0.7343771457672119]
[-0.4282560348510742, 0.4040784239768982, -0.60089510679245, 0.5405945181846619]
[-0.5199750065803528, 0.3612632751464844, -0.4752614796161652, 0.6109349131584167]
[-0.5964304208755493, 0.2836302518844604, -0.3673901557922363, 0.6548656225204468]
