[0.0050010085105896, -0.138015478849411, 0.07909856736660004, -0.9872539043426514]
[-0.03486913442611694, -0.1513554602861404, 0.04008955508470535, -0.9870504140853882]
[-0.1971680074930191, 0.0047282874584198, 0.1867425292730331, -0.9624083638191223]
[-0.2050950825214386, -0.112605020403862, 0.3030241131782532, -0.9238141179084778]
[-0.2510883212089539, 0.0665704756975174, 0.1479809284210205, -0.9542665481567383]
[0.07565204799175262, 0.02641270309686661, 0.1903619319200516, -0.9784383177757263]
[0.01447688043117523, -0.07633093744516373, -0.0161540899425745, -0.9968465566635132]
[-0.0419611930847168, -0.1421337127685547, 0.1916773021221161, -0.9702047109603882]
[-0.09493719041347504, -0.07248767465353012, 0.02105803042650223, -0.9926172494888306]
[-0.4704051613807678, -0.02099580317735672, 0.3389520645141602, -0.8144873976707458]
