[-0.9710521697998047, -0.0298596303910017, 0.007838040590286255, 0.2368645817041397]
[-0.9494799375534058, -0.006059656850993633, 0.06844402849674225, 0.3062134981155396]
[-0.9355319738388062, 0.02146851643919945, 0.1246634498238564, 0.3298150300979614]
[-0.9218202829360962, 0.03969604149460793, 0.1560545563697815, 0.3525886535644531]
[-0.9340265989303589, -0.03945037350058556, -0.02125061303377151, 0.3543818593025208]
[-0.9252568483352661, -0.06355660408735275, -0.07672452181577682, 0.3660242557525635]
[-0.9129769802093506, -0.09217111766338348, -0.1350080221891403, 0.3738320171833038]
[-0.8997520804405212, -0.1122210621833801, -0.1730166673660278, 0.3846009969711304]
[-0.9022034406661987, -0.07733592391014099, -0.09117142856121063, 0.4144105613231659]
[-0.901074230670929, -0.03549299389123917, -0.01060464233160019, 0.4320800304412842]
